"municipio.x";"cod_ibge";"uf";"total_doses";"total_dose_1";"total_dose_2";"populacao";"cobertura_vacinal_dose_1";"cobertura_vacinal_dose_2"
"Pau D'Arco Do Piauí";220779;"PI";1504;1075;413;4065;26,4;10,2
"Osasco";353440;"SP";393278;299409;70653;699944;42,8;10,1
"Contagem";311860;"MG";297756;225206;67813;668949;33,7;10,1
"Imperatriz";210530;"MA";132348;98955;26125;259337;38,2;10,1
"Rio Verde";521880;"GO";106407;80020;24456;241518;33,1;10,1
"São José";421660;"SC";102390;69144;25258;250181;27,6;10,1
"Jaraguá Do Sul";420890;"SC";90617;66190;18265;181173;36,5;10,1
"Codó";210330;"MA";56266;43808;12458;123116;35,6;10,1
"Pinheiro";210860;"MA";48510;37858;8437;83777;45,2;10,1
"Itabaiana";280290;"SE";46747;34646;9712;96142;36;10,1
"Viana";320510;"ES";40114;32045;8069;79500;40,3;10,1
"Coronel Fabriciano";311940;"MG";32954;21637;11187;110290;19,6;10,1
"Serrinha";293050;"BA";32357;24000;8232;81286;29,5;10,1
"Eusébio";230428;"CE";29418;22713;5501;54337;41,8;10,1
"Ouricuri";260990;"PE";29192;21860;7036;69969;31,2;10,1
"Jaru";110011;"RO";25379;20157;5222;51620;39;10,1
"Paiçandu";411750;"PR";21794;16573;4235;41773;39,7;10,1
"Dois Vizinhos";410720;"PR";21727;16328;4133;41038;39,8;10,1
"Ipirá";291400;"BA";20908;14860;5998;59435;25;10,1
"Itamarandiba";313250;"MG";15287;11666;3515;34936;33,4;10,1
"Paty Do Alferes";330385;"RJ";13086;10230;2818;27858;36,7;10,1
"Macaparana";260900;"PE";11628;8833;2573;25472;34,7;10,1
"Três Coroas";432170;"RS";10976;8087;2889;28606;28,3;10,1
"Santa Maria Do Pará";150660;"PA";10621;8083;2514;24995;32,3;10,1
"Mocajuba";150460;"PA";9858;6684;3174;31530;21,2;10,1
"Iaçu";291190;"BA";9714;7258;2425;24121;30,1;10,1
"Cafelândia";410345;"PR";9687;7167;1868;18456;38,8;10,1
"Guareí";351850;"SP";8642;6095;1899;18887;32,3;10,1
"São Ludgero";421700;"SC";8148;6259;1384;13650;45,9;10,1
"Araputanga";510125;"MT";7583;5767;1714;16951;34;10,1
"Taguaí";355300;"SP";6945;5133;1433;14141;36,3;10,1
"Elesbão Veloso";220350;"PI";6717;5177;1469;14575;35,5;10,1
"Grão Mogol";312780;"MG";6539;4885;1608;15890;30,7;10,1
"Três Barras Do Paraná";412785;"PR";6387;5001;1218;12038;41,5;10,1
"Agudos Do Sul";410030;"PR";5843;4428;961;9470;46,8;10,1
"Benedito Novo";420220;"SC";4804;3532;1187;11775;30;10,1
"Santa Terezinha";421567;"SC";4358;3145;889;8773;35,8;10,1
"Chorrochó";290770;"BA";4337;3120;1134;11200;27,9;10,1
"Axixá Do Tocantins";170290;"TO";4142;3043;989;9787;31,1;10,1
"Macajuba";291960;"BA";2957;1811;1146;11332;16;10,1
"Goianorte";170830;"TO";2579;2063;516;5130;40,2;10,1
"Itaguatins";171070;"TO";2376;1788;588;5832;30,7;10,1
"Petrópolis";330390;"RJ";121921;91178;30728;306678;29,7;10
"Santana De Parnaíba";354730;"SP";71069;53360;14189;142301;37,5;10
"Japeri";330227;"RJ";38828;28085;10606;105548;26,6;10
"Boituva";350700;"SP";28201;21060;6204;62170;33,9;10
"Benevides";150150;"PA";27112;20719;6393;63768;32,5;10
"Igaraçu Do Tietê";352000;"SP";13589;10043;2485;24749;40,6;10
"Correntina";290930;"BA";13011;9668;3217;32191;30;10
"Panelas";261020;"PE";10849;8128;2642;26456;30,7;10
"Agrestina";260030;"PE";10737;8109;2508;25065;32,4;10
"Tibagi";412750;"PR";10395;7983;2066;20607;38,7;10
"Pitangui";315140;"MG";10340;7525;2815;28215;26,7;10
"Nova Xavantina";510625;"MT";9996;7693;2144;21514;35,8;10
"Araruna";250100;"PB";8926;6576;2054;20463;32,1;10
"Olho D'Água Das Cunhãs";210740;"MA";8717;6582;1965;19561;33,6;10
"Lagoa Do Carro";260845;"PE";7720;5813;1823;18252;31,8;10
"Avanhandava";350440;"SP";6850;5050;1380;13859;36,4;10
"Nova Europa";353290;"SP";5932;4396;1137;11355;38,7;10
"Ferreiros";260550;"PE";5769;4541;1223;12170;37,3;10
"Saúde";292980;"BA";5659;4219;1290;12943;32,6;10
"Irineópolis";420790;"SC";5604;4222;1132;11289;37,4;10
"Cerro Grande Do Sul";430517;"RS";5509;4220;1244;12413;34;10
"Primeira Cruz";210940;"MA";5005;3418;1538;15431;22,2;10
"Igaratinga";313020;"MG";4808;3679;1104;11005;33,4;10
"Dobrada";351400;"SP";4561;3393;897;9010;37,7;10
"Branquinha";270110;"AL";4236;3134;1047;10460;30;10
"Anísio De Abreu";220070;"PI";4029;2905;990;9938;29,2;10
"Araguapaz";520215;"GO";3971;3061;780;7783;39,3;10
"Canitar";351015;"SP";2926;2151;529;5292;40,6;10
"Ipuaçu";420768;"SC";2803;1997;760;7579;26,3;10
"Barrolândia";170310;"TO";2582;1915;566;5651;33,9;10
"Montividiu Do Norte";521377;"GO";2118;1665;453;4509;36,9;10
"Geminiano";220435;"PI";2076;1504;547;5460;27,5;10
"General Sampaio";230460;"CE";1889;1117;772;7694;14,5;10
"Nova Nazaré";510617;"MT";1807;1408;394;3932;35,8;10
"Ivatuba";411160;"PR";1537;1208;329;3279;36,8;10
"São Salvador Do Tocantins";172025;"TO";1451;1131;308;3094;36,6;10
"Santa Maria Do Tocantins";171888;"TO";1260;913;347;3486;26,2;10
"Tenório";251675;"PB";895;586;309;3081;19;10
"Guarujá";351870;"SP";167524;131131;31832;322750;40,6;9,9
"Taboão Da Serra";355280;"SP";144909;115686;29169;293652;39,4;9,9
"Paulista";261070;"PE";104337;71099;33238;334376;21,3;9,9
"Juazeiro Do Norte";230730;"CE";61314;34101;27213;276264;12,3;9,9
"Paulínia";353650;"SP";55894;41943;11033;112003;37,4;9,9
"Santa Rita";251370;"PB";54550;39780;13611;137349;29;9,9
"Santa Inês";210990;"MA";49138;37383;8840;89489;41,8;9,9
"Tangará Da Serra";510795;"MT";39964;27795;10436;105704;26,3;9,9
"Embu-Guaçu";351510;"SP";30578;22337;6906;69901;32;9,9
"Pedro Leopoldo";314930;"MG";26728;20320;6408;64712;31,4;9,9
"Videira";421930;"SC";26320;19574;5288;53610;36,5;9,9
"Rolim De Moura";110028;"RO";24617;18001;5502;55407;32,5;9,9
"Frutal";312710;"MG";24094;17899;5944;60012;29,8;9,9
"Sena Madureira";120050;"AC";19194;14202;4609;46511;30,5;9,9
"Paracambi";330360;"RJ";18650;13420;5230;52683;25,5;9,9
"Iturama";313440;"MG";18046;13835;3911;39690;34,9;9,9
"José De Freitas";220550;"PI";16332;12111;3884;39336;30,8;9,9
"Bom Jardim";260220;"PE";15515;11617;3898;39236;29,6;9,9
"Brasiléia";120010;"AC";11733;9083;2640;26702;34;9,9
"Pouso Redondo";421370;"SC";9028;6669;1761;17712;37,7;9,9
"Sonora";500793;"MS";8836;6558;1949;19721;33,3;9,9
"Joaquim Gomes";270380;"AL";8754;6365;2389;24081;26,4;9,9
"Vertentes";261620;"PE";8175;6081;2083;20954;29;9,9
"Novo Oriente";230940;"CE";8114;5272;2842;28673;18,4;9,9
"João Lisboa";210550;"MA";7968;5477;2342;23569;23,2;9,9
"Independência";230560;"CE";7350;4764;2586;26187;18,2;9,9
"Tapiramutá";293130;"BA";7211;5330;1675;16974;31,4;9,9
"Passa Quatro";314760;"MG";6953;5299;1617;16393;32,3;9,9
"Ourolândia";292335;"BA";6463;4703;1732;17511;26,9;9,9
"Ventania";412853;"PR";6186;4664;1199;12076;38,6;9,9
"Lebon Régis";420970;"SC";6161;4746;1194;12115;39,2;9,9
"Buenos Aires";260270;"PE";6044;4642;1306;13190;35,2;9,9
"Cachoeira Alta";520410;"GO";5824;4570;1254;12666;36,1;9,9
"Alto Garças";510040;"MT";5424;4031;1204;12188;33,1;9,9
"Salgadinho";261210;"PE";5054;3868;1100;11068;34,9;9,9
"Capixaba";120017;"AC";4595;3340;1184;12008;27,8;9,9
"Mansidão";292045;"BA";4589;3224;1365;13734;23,5;9,9
"São Francisco Do Maranhão";211090;"MA";4553;3223;1211;12218;26,4;9,9
"Sigefredo Pacheco";221065;"PI";4412;3275;991;10058;32,6;9,9
"Babaçulândia";170300;"TO";3890;2723;1060;10666;25,5;9,9
"Nova Monte Verde";510895;"MT";3587;2605;922;9277;28,1;9,9
"Pequizeiro";171665;"TO";3028;2428;544;5512;44;9,9
"São Sebastião Do Anta";316447;"MG";2972;2250;657;6627;34;9,9
"São Domingos Das Dores";316095;"MG";2693;2074;558;5658;36,7;9,9
"Roteiro";270780;"AL";2672;1962;660;6649;29,5;9,9
"Caiana";311010;"MG";2631;2040;551;5541;36,8;9,9
"Caiçara Do Norte";240185;"RN";2577;1873;647;6561;28,5;9,9
"Itamari";291570;"BA";2285;1492;793;8003;18,6;9,9
"Ramilândia";412125;"PR";2187;1712;442;4476;38,2;9,9
"Pilõezinhos";251170;"PB";1884;1320;492;4955;26,6;9,9
"Rio Quente";521878;"GO";1881;1424;457;4612;30,9;9,9
"Francisco Macedo";220415;"PI";1279;936;318;3200;29,2;9,9
"Duque De Caxias";330170;"RJ";335466;235467;90879;924624;25,5;9,8
"Petrolina";261110;"PE";138339;102041;34865;354317;28,8;9,8
"Vitória Da Conquista";293330;"BA";124217;90810;33407;341128;26,6;9,8
"Parnaíba";220770;"PI";63106;46508;15107;153482;30,3;9,8
"São Sebastião";355070;"SP";45505;34526;8853;90328;38,2;9,8
"Mineiros";521310;"GO";27314;20210;6709;68154;29,7;9,8
"Içara";420700;"SC";27166;20128;5607;57247;35,2;9,8
"Canoinhas";420380;"SC";26693;20971;5327;54480;38,5;9,8
"Açu";240020;"RN";25431;19080;5740;58384;32,7;9,8
"Timbaúba";261530;"PE";23945;18336;5182;52802;34,7;9,8
"Araci";290210;"BA";20930;15255;5332;54648;27,9;9,8
"Pitangueiras";353950;"SP";18124;14089;3912;40080;35,2;9,8
"Aracati";230110;"CE";16641;9280;7361;74975;12,4;9,8
"Jaguaré";320305;"ES";14236;10716;3042;31039;34,5;9,8
"São João Da Ponte";316240;"MG";12158;9631;2467;25098;38,4;9,8
"Murici";270550;"AL";11557;7880;2771;28333;27,8;9,8
"Coração De Jesus";311880;"MG";11317;8627;2596;26611;32,4;9,8
"Cairu";290540;"BA";9588;7779;1804;18427;42,2;9,8
"Morro Da Fumaça";421120;"SC";9481;7163;1755;17947;39,9;9,8
"Cruz Machado";410680;"PR";8946;6770;1834;18741;36,1;9,8
"Inajá";260700;"PE";8248;5900;2318;23645;25;9,8
"Bituruna";410290;"PR";7900;5972;1612;16400;36,4;9,8
"Tapejara";412680;"PR";7806;6040;1594;16345;37;9,8
"Orós";230950;"CE";7211;5121;2090;21384;23,9;9,8
"Juazeirinho";250770;"PB";7164;5146;1801;18298;28,1;9,8
"Cantagalo";410445;"PR";6933;5414;1303;13329;40,6;9,8
"Morungaba";353200;"SP";6915;5130;1348;13781;37,2;9,8
"Vianópolis";522200;"GO";6850;5482;1368;13977;39,2;9,8
"Canudos";290682;"BA";6804;5012;1637;16753;29,9;9,8
"Conceição Do Rio Verde";311770;"MG";5752;4283;1336;13684;31,3;9,8
"Demerval Lobão";220330;"PI";5604;4175;1351;13840;30,2;9,8
"Paranacity";411810;"PR";5540;4235;1137;11580;36,6;9,8
"Inácio Martins";411020;"PR";5449;4224;1088;11121;38;9,8
"Bom Repouso";310790;"MG";4959;3832;1036;10537;36,4;9,8
"Vera Cruz";241480;"RN";4874;3479;1244;12637;27,5;9,8
"Jequiá Da Praia";270375;"AL";4647;3417;1135;11536;29,6;9,8
"Chorozinho";230395;"CE";4459;2480;1979;20274;12,2;9,8
"Vista Alegre Do Alto";355690;"SP";4324;3053;880;8989;34;9,8
"Araújos";310390;"MG";3952;3019;922;9401;32,1;9,8
"Restinga";354270;"SP";3944;2975;754;7679;38,7;9,8
"Brasileira";220196;"PI";3805;2820;819;8347;33,8;9,8
"Buriti Dos Montes";220202;"PI";3658;2782;810;8264;33,7;9,8
"Colméia";171670;"TO";3324;2525;799;8141;31;9,8
"Gouvelândia";520915;"GO";2900;2313;587;5988;38,6;9,8
"Campestre";270135;"AL";2621;1934;679;6954;27,8;9,8
"Gracho Cardoso";280260;"SE";2542;1972;570;5824;33,9;9,8
"Peixe-Boi";150560;"PA";2508;1717;791;8081;21,2;9,8
"Juramento";313680;"MG";1342;915;427;4345;21,1;9,8
"Araguaína";170210;"TO";87755;66255;17827;183381;36,1;9,7
"Poá";353980;"SP";57825;43920;11457;118349;37,1;9,7
"Caieiras";350900;"SP";52529;39289;9972;102775;38,2;9,7
"Nova Odessa";353340;"SP";32399;25369;5904;60956;41,6;9,7
"Itapetinga";291640;"BA";30434;22257;7482;76795;29;9,7
"Macaíba";240710;"RN";29863;21651;7970;81821;26,5;9,7
"Prudentópolis";412060;"PR";25198;19256;5107;52513;36,7;9,7
"Crateús";230410;"CE";23885;15641;7325;75159;20,8;9,7
"Itaberaí";521040;"GO";22112;17101;4237;43622;39,2;9,7
"Canindé";230280;"CE";19302;11810;7492;77244;15,3;9,7
"Ipu";230580;"CE";14920;10822;4086;42058;25,7;9,7
"Alto Alegre Do Pindaré";210047;"MA";13539;10189;3093;31943;31,9;9,7
"Palmeira";411770;"PR";12477;9165;3312;33994;27;9,7
"Nova Hartz";431306;"RS";10612;7946;2114;21901;36,3;9,7
"Garrafão Do Norte";150307;"PA";9724;7175;2534;26111;27,5;9,7
"Campos Sales";230270;"CE";9625;6641;2674;27470;24,2;9,7
"Alumínio";350115;"SP";9450;6903;1814;18767;36,8;9,7
"Uruburetama";231380;"CE";7849;5328;2140;22040;24,2;9,7
"Lauro Müller";420960;"SC";7528;5929;1482;15313;38,7;9,7
"Campina Verde";311110;"MG";7401;5478;1923;19752;27,7;9,7
"São Miguel Do Tapuio";221040;"PI";6740;4987;1716;17639;28,3;9,7
"Assaré";230160;"CE";6399;4132;2267;23478;17,6;9,7
"Ibiraci";312970;"MG";6033;4615;1358;13975;33;9,7
"Tabocas Do Brejo Velho";293090;"BA";5652;4298;1210;12516;34,3;9,7
"Paranaíta";510629;"MT";5304;3980;1087;11257;35,4;9,7
"Governador Dix-Sept Rosado";240430;"RN";5187;3863;1273;13076;29,5;9,7
"Davinópolis";210375;"MA";5084;3731;1254;12916;28,9;9,7
"Monte Carlo";421105;"SC";4970;3918;965;9906;39,6;9,7
"Camutanga";260360;"PE";4906;4071;835;8572;47,5;9,7
"Ibaretama";230526;"CE";4496;3193;1303;13369;23,9;9,7
"São Miguel Do Gostoso";241255;"RN";3887;2826;1001;10362;27,3;9,7
"Nova Porteirinha";314505;"MG";3653;2837;729;7497;37,8;9,7
"Palma";314670;"MG";3123;2451;638;6611;37,1;9,7
"Indianópolis";313070;"MG";2783;2057;672;6951;29,6;9,7
"Barra Do Rocha";290310;"BA";2397;1851;546;5612;33;9,7
"Borborema";250270;"PB";2238;1652;511;5287;31,2;9,7
"Centenário";170410;"TO";1097;813;284;2936;27,7;9,7
"Adelândia";520015;"GO";1071;826;245;2516;32,8;9,7
"Itabuna";291480;"BA";79706;58862;20413;213685;27,5;9,6
"Itaguaí";330200;"RJ";61638;46689;12908;134819;34,6;9,6
"Paracatu";314700;"MG";41424;31192;8982;93862;33,2;9,6
"São Bento Do Sul";421580;"SC";40531;29882;8165;85421;35;9,6
"Castro";410490;"PR";35005;27467;6864;71809;38,3;9,6
"Belo Jardim";260170;"PE";34967;27070;7369;76687;35,3;9,6
"Santa Cruz Das Palmeiras";354630;"SP";18815;14179;3349;34737;40,8;9,6
"Acopiara";230030;"CE";12619;7376;5243;54481;13,5;9,6
"Areia Branca";240110;"RN";11666;8766;2672;27967;31,3;9,6
"Papanduva";421220;"SC";10140;7625;1868;19422;39,3;9,6
"Craíbas";270235;"AL";9958;7634;2324;24309;31,4;9,6
"Cupira";260500;"PE";9750;7429;2311;24173;30,7;9,6
"Chã Grande";260450;"PE";9395;7118;2105;21815;32,6;9,6
"Passagem Franca";210790;"MA";8475;6496;1832;19137;33,9;9,6
"Taguatinga";172090;"TO";7666;6053;1613;16825;36;9,6
"Augustinópolis";170255;"TO";7492;5708;1784;18643;30,6;9,6
"Buritis";310930;"MG";7290;4898;2392;25013;19,6;9,6
"Brejetuba";320115;"ES";6034;4568;1196;12427;36,8;9,6
"Dumont";351460;"SP";5706;4224;958;10023;42,1;9,6
"Floresta Do Araguaia";150304;"PA";5522;3560;1962;20525;17,3;9,6
"Trajano De Moraes";330590;"RJ";5122;4072;1024;10640;38,3;9,6
"Flexeiras";270280;"AL";4473;3244;1229;12807;25,3;9,6
"Ivaté";411155;"PR";3918;3107;791;8240;37,7;9,6
"Aratuípe";290230;"BA";3820;2902;847;8837;32,8;9,6
"Campo Florido";311140;"MG";3692;2783;795;8269;33,7;9,6
"Durandé";312352;"MG";3553;2756;759;7870;35;9,6
"Dário Meira";291000;"BA";3497;2483;1014;10525;23,6;9,6
"Itarumã";521130;"GO";3311;2573;694;7259;35,4;9,6
"Maravilhas";313970;"MG";3216;2428;772;8046;30,2;9,6
"Acarape";230015;"CE";3068;1621;1447;15036;10,8;9,6
"Presidente Médici";210923;"MA";2608;1879;678;7070;26,6;9,6
"Espírito Santo Do Turvo";351519;"SP";2460;1852;467;4878;38;9,6
"Feira Nova";280220;"SE";2227;1691;536;5601;30,2;9,6
"Rio Sono";171875;"TO";2004;1382;622;6488;21,3;9,6
"Aporé";520150;"GO";1886;1479;407;4232;34,9;9,6
"São Pedro Dos Crentes";211157;"MA";1869;1373;451;4684;29,3;9,6
"Olho D'Água Grande";270590;"AL";1808;1314;494;5128;25,6;9,6
"Minduri";314190;"MG";1794;1410;373;3893;36,2;9,6
"Fortaleza Do Tabocão";170825;"TO";1095;806;249;2602;31;9,6
"Galinhos";240410;"RN";1088;811;272;2845;28,5;9,6
"Carmolândia";170388;"TO";1006;738;249;2603;28,4;9,6
"Sucupira";172085;"TO";808;618;190;1986;31,1;9,6
"Jaboatão Dos Guararapes";260790;"PE";265017;197986;67031;706867;28;9,5
"Blumenau";420240;"SC";153444;117203;34337;361855;32,4;9,5
"Oriximiná";150530;"PA";29270;22232;7038;74016;30;9,5
"Palmas";411760;"PR";22450;17292;4893;51755;33,4;9,5
"Delmiro Gouveia";270240;"AL";20748;14366;4990;52262;27,5;9,5
"Caetité";290520;"BA";19351;14482;4869;51081;28,4;9,5
"Barreirinha";130050;"AM";18650;15569;3081;32483;47,9;9,5
"Beberibe";230220;"CE";13882;8764;5118;53949;16,2;9,5
"Pedras De Fogo";251120;"PB";11677;8716;2706;28533;30,5;9,5
"Paraopeba";314740;"MG";11366;9006;2350;24700;36,5;9,5
"Abadiânia";520010;"GO";10744;8573;1937;20461;41,9;9,5
"Lavras Da Mangabeira";230750;"CE";9921;6929;2990;31492;22;9,5
"Nazaré";292250;"BA";9840;7126;2714;28594;24,9;9,5
"Paracuru";231020;"CE";9457;6118;3339;35304;17,3;9,5
"Contenda";410620;"PR";8933;6866;1783;18837;36,4;9,5
"Camocim De São Félix";260350;"PE";7325;5530;1795;18900;29,3;9,5
"Regeneração";220880;"PI";6996;5177;1713;17979;28,8;9,5
"Ocara";230945;"CE";6810;4345;2465;25833;16,8;9,5
"Nova Canaã Do Norte";510621;"MT";5902;4621;1225;12832;36;9,5
"Igarapé Do Meio";210515;"MA";5820;4370;1354;14324;30,5;9,5
"Lagoa Dourada";313740;"MG";5760;4484;1235;13063;34,3;9,5
"Estiva Gerbi";355730;"SP";5720;4472;1088;11407;39,2;9,5
"Joaquim Pires";220540;"PI";5667;4118;1368;14376;28,6;9,5
"Peri Mirim";210840;"MA";5182;3699;1366;14345;25,8;9,5
"Poço Branco";241010;"RN";5069;3592;1472;15531;23,1;9,5
"Buritirana";210235;"MA";5053;3453;1466;15467;22,3;9,5
"Meruoca";230820;"CE";4709;3260;1449;15185;21,5;9,5
"Novo Horizonte";292303;"BA";4590;3403;1187;12522;27,2;9,5
"Rio Do Fogo";240895;"RN";4285;3115;1031;10905;28,6;9,5
"São João Do Paraíso";211105;"MA";4206;3056;1060;11193;27,3;9,5
"Treze Tílias";421850;"SC";3782;2773;758;7991;34,7;9,5
"Ipuiúna";313150;"MG";3657;2697;960;10118;26,7;9,5
"Piedade De Caratinga";315015;"MG";3519;2687;827;8702;30,9;9,5
"Ubarana";355535;"SP";3355;2451;608;6400;38,3;9,5
"Tabaporã";510794;"MT";3263;2366;891;9414;25,1;9,5
"Barra Do Chapéu";350535;"SP";3055;2327;545;5760;40,4;9,5
"Milagres Do Maranhão";210667;"MA";2960;2094;804;8483;24,7;9,5
"São Miguel Dos Milagres";270870;"AL";2894;2060;764;8013;25,7;9,5
"Água Fria De Goiás";520017;"GO";2737;2145;548;5793;37;9,5
"Pontal Do Araguaia";510665;"MT";2600;1739;647;6843;25,4;9,5
"Luisburgo";313867;"MG";2431;1834;597;6258;29,3;9,5
"Sapucaia";150775;"PA";2135;1567;568;6009;26,1;9,5
"Santa Maria";240933;"RN";2074;1468;534;5621;26,1;9,5
"Gramado Xavier";430915;"RS";1880;1467;413;4352;33,7;9,5
"Sampaio";171880;"TO";1686;1174;457;4794;24,5;9,5
"São Miguel Do Fidalgo";221039;"PI";1144;840;289;3038;27,6;9,5
"Cotia";351300;"SP";117385;85771;23913;253608;33,8;9,4
"Cubatão";351350;"SP";65621;48592;12361;131626;36,9;9,4
"Catalão";520510;"GO";50234;38666;10422;110983;34,8;9,4
"Guanambi";291170;"BA";28341;20074;7954;84928;23,6;9,4
"Quirinópolis";521850;"GO";27263;21385;4771;50701;42,2;9,4
"São Mateus Do Sul";412560;"PR";25276;19874;4396;46705;42,6;9,4
"Capanema";150220;"PA";24213;17703;6510;69431;25,5;9,4
"Laranjal Do Jari";160027;"AP";19818;14675;4821;51362;28,6;9,4
"Tauá";231330;"CE";18439;12864;5575;59062;21,8;9,4
"Ouro Fino";314600;"MG";14648;11254;3177;33791;33,3;9,4
"Bom Jesus Dos Perdões";350710;"SP";12559;9390;2451;25985;36,1;9,4
"Espigão D'Oeste";110009;"RO";12411;8767;3068;32695;26,8;9,4
"Vitorino Freire";211300;"MA";11213;7994;2953;31522;25,4;9,4
"Presidente Tancredo Neves";292575;"BA";10926;8014;2645;28004;28,6;9,4
"Hidrolândia";520970;"GO";10489;8069;2071;22124;36,5;9,4
"Itatiaia";330225;"RJ";10353;7349;3004;32064;22,9;9,4
"Monte Sião";314340;"MG";9470;7207;2258;24029;30;9,4
"São Lourenço Do Oeste";421690;"SC";9321;7035;2286;24291;29;9,4
"Iraquara";291440;"BA";9235;6814;2396;25478;26,7;9,4
"Carolina";210280;"MA";9234;6735;2284;24308;27,7;9,4
"São João De Pirabas";150747;"PA";8817;6622;2195;23244;28,5;9,4
"Taperoá";293120;"BA";8431;6368;1988;21253;30;9,4
"Cerro Azul";410520;"PR";8074;6321;1676;17833;35,4;9,4
"Japaratuba";280330;"SE";7960;6130;1782;18907;32,4;9,4
"São João Do Triunfo";412510;"PR";7644;5893;1435;15241;38,7;9,4
"Fortuna";210420;"MA";6974;5367;1467;15567;34,5;9,4
"Balsa Nova";410230;"PR";6726;5130;1236;13092;39,2;9,4
"Bocaiúva Do Sul";410310;"PR";6033;4672;1235;13129;35,6;9,4
"Itacarambi";313210;"MG";5994;4293;1701;18164;23,6;9,4
"Senador La Rocque";211176;"MA";5858;4469;1330;14221;31,4;9,4
"Japoatã";280340;"SE";5854;4484;1266;13429;33,4;9,4
"Teixeira Soares";412700;"PR";5742;4436;1181;12567;35,3;9,4
"Ilhota";420710;"SC";5708;4274;1344;14359;29,8;9,4
"Sítio Do Mato";293075;"BA";5530;4159;1231;13059;31,8;9,4
"Paripueira";270644;"AL";5340;3739;1253;13332;28;9,4
"São Gonçalo Do Pará";316180;"MG";5315;4034;1180;12597;32;9,4
"Goianápolis";520840;"GO";5208;4153;1050;11224;37;9,4
"Senador Alexandre Costa";211174;"MA";4504;3449;1055;11214;30,8;9,4
"Bela Vista Do Maranhão";210177;"MA";4500;3392;1056;11279;30,1;9,4
"Rio Vermelho";315600;"MG";4309;3108;1201;12739;24,4;9,4
"Seridó";251540;"PB";4124;2981;1024;10848;27,5;9,4
"Lucena";250860;"PB";4085;2845;1240;13214;21,5;9,4
"Florestal";312600;"MG";3697;2945;707;7533;39,1;9,4
"Alto Paraguai";510050;"MT";3678;2523;1074;11473;22;9,4
"Lindolfo Collor";431162;"RS";2972;2215;576;6125;36,2;9,4
"Santa Cecília";251315;"PB";2710;2004;615;6541;30,6;9,4
"Pirambu";280530;"SE";2432;1550;882;9359;16,6;9,4
"Pavão";314850;"MG";2306;1512;794;8419;18;9,4
"Jaramataia";270370;"AL";2099;1560;539;5761;27,1;9,4
"Cariri Do Tocantins";170386;"TO";2034;1497;419;4441;33,7;9,4
"Ribeira Do Piauí";220887;"PI";1874;1385;424;4488;30,9;9,4
"Lagoa Do Tocantins";171195;"TO";1265;851;414;4393;19,4;9,4
"Trindade";522140;"GO";58504;44760;12011;129823;34,5;9,3
"Teixeira De Freitas";293135;"BA";57458;41247;15047;162438;25,4;9,3
"Gravatá";260640;"PE";37550;29494;7861;84699;34,8;9,3
"Araripina";260110;"PE";36877;28529;7890;84864;33,6;9,3
"Artur Nogueira";350380;"SP";27146;20343;5169;55340;36,8;9,3
"Estância";280210;"SE";24631;17824;6441;69556;25,6;9,3
"Goianira";520880;"GO";21625;16654;4221;45296;36,8;9,3
"Barra";290270;"BA";20949;15521;5021;53910;28,8;9,3
"Rosário";210960;"MA";20497;16496;4001;42994;38,4;9,3
"Maragogipe";292060;"BA";17635;13174;4176;44793;29,4;9,3
"Sento Sé";293020;"BA";16459;12656;3803;40989;30,9;9,3
"Sertânia";261410;"PE";15742;12234;3337;36050;33,9;9,3
"Tuntum";211230;"MA";15473;11391;3901;42040;27,1;9,3
"Barbalha";230190;"CE";14604;8898;5706;61228;14,5;9,3
"Alexânia";520030;"GO";14591;11501;2616;28010;41,1;9,3
"Barra Dos Coqueiros";280060;"SE";13952;10404;2864;30930;33,6;9,3
"Minas Novas";314180;"MG";13555;10493;2934;31497;33,3;9,3
"São Domingos Do Maranhão";211070;"MA";13538;10101;3195;34384;29,4;9,3
"Pompéu";315200;"MG";13458;10298;2984;32035;32,1;9,3
"Arapoti";410160;"PR";13243;10430;2619;28300;36,9;9,3
"Bela Vista De Goiás";520330;"GO";13202;10376;2826;30492;34;9,3
"Santo Antônio Do Tauá";150700;"PA";12980;9876;2960;31918;30,9;9,3
"Gandu";291120;"BA";12283;9253;3030;32596;28,4;9,3
"Luzilândia";220580;"PI";10787;8079;2384;25504;31,7;9,3
"São João";261320;"PE";9798;7489;2125;22899;32,7;9,3
"São Raimundo Das Mangabeiras";211160;"MA";7600;5675;1770;18980;29,9;9,3
"Senador José Porfírio";150780;"PA";7368;6306;1062;11480;54,9;9,3
"Baianópolis";290250;"BA";6095;4709;1299;13929;33,8;9,3
"Queluz";354190;"SP";6050;4747;1271;13606;34,9;9,3
"Malhador";280390;"SE";5695;4401;1176;12653;34,8;9,3
"Monte Alegre De Sergipe";280420;"SE";5372;3962;1410;15175;26,1;9,3
"Santa Tereza Do Oeste";412402;"PR";4531;3554;941;10096;35,2;9,3
"Arauá";280040;"SE";4326;3334;921;9947;33,5;9,3
"Setubinha";316555;"MG";4133;2977;1156;12378;24,1;9,3
"Orindiúva";353420;"SP";3988;2939;671;7194;40,9;9,3
"Tacima";251640;"PB";3815;2605;1020;10969;23,7;9,3
"Martins Soares";314053;"MG";3802;2929;796;8531;34,3;9,3
"Theobroma";110160;"RO";3796;2826;970;10395;27,2;9,3
